"","movieId","title","year","Adventure","Comedy","Action","Drama","Crime","Children","Mystery","Documentary","Animation","Thriller","Horror","Fantasy","Western","Film-Noir","Romance","War","Sci-Fi","Musical","IMAX","(no genres listed)","NA"
"29",29,29,"City of Lost Children, The (Cité des enfants perdus, La) ","1995",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"30",30,30,"Shanghai Triad (Yao a yao yao dao waipo qiao) ","1995",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",31,31,"Dangerous Minds ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",32,32,"Twelve Monkeys (a.k.a. 12 Monkeys) ","1995",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"33",33,33,"Wings of Courage ","1995",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"34",34,34,"Babe ","1995",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",35,35,"Carrington ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"36",36,36,"Dead Man Walking ","1995",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",37,37,"Across the Sea of Time ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"38",38,38,"It Takes Two ","1995",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",39,39,"Clueless ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"40",40,40,"Cry, the Beloved Country ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",41,41,"Richard III ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"42",42,42,"Dead Presidents ","1995",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",43,43,"Restoration ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",44,44,"Mortal Kombat ","1995",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"45",45,45,"To Die For ","1995",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"46",46,46,"How to Make an American Quilt ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"47",47,47,"Seven (a.k.a. Se7en) ","1995",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"48",48,48,"Pocahontas ","1995",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"49",49,49,"When Night Is Falling ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"50",50,50,"Usual Suspects, The ","1995",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"51",51,51,"Guardian Angel ","1994",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"52",52,52,"Mighty Aphrodite ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"53",53,53,"Lamerica ","1994",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",54,54,"Big Green, The ","1995",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",55,55,"Georgia ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",56,56,"Kids of the Round Table ","1995",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"57",57,57,"Home for the Holidays ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",58,58,"Postman, The (Postino, Il) ","1994",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"59",59,59,"Confessional, The (Confessionnal, Le) ","1995",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",60,60,"Indian in the Cupboard, The ","1995",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"61",61,61,"Eye for an Eye ","1996",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"62",62,62,"Mr. Holland's Opus ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",63,63,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood ","1996",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",64,64,"Two if by Sea ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"65",65,65,"Bio-Dome ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",66,66,"Lawnmower Man 2: Beyond Cyberspace ","1996",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"67",67,67,"Two Bits ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",68,68,"French Twist (Gazon maudit) ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"69",69,69,"Friday ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",70,70,"From Dusk Till Dawn ","1996",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"71",71,71,"Fair Game ","1995",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",72,72,"Kicking and Screaming ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",73,73,"Misérables, Les ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"74",74,74,"Bed of Roses ","1996",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"75",75,75,"Big Bully ","1996",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",76,76,"Screamers ","1995",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"77",77,77,"Nico Icon ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"78",78,78,"Crossing Guard, The ","1995",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"79",79,79,"Juror, The ","1996",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"80",80,80,"White Balloon, The (Badkonake sefid) ","1995",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",81,81,"Things to Do in Denver When You're Dead ","1995",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"82",82,82,"Antonia's Line (Antonia) ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",83,83,"Once Upon a Time... When We Were Colored ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"84",84,84,"Last Summer in the Hamptons ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",85,85,"Angels and Insects ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"86",86,86,"White Squall ","1996",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",87,87,"Dunston Checks In ","1996",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",88,88,"Black Sheep ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",89,89,"Nick of Time ","1995",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"90",90,90,"Journey of August King, The ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",91,92,"Mary Reilly ","1996",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"92",92,93,"Vampire in Brooklyn ","1995",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"93",93,94,"Beautiful Girls ","1996",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"94",94,95,"Broken Arrow ","1996",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"95",95,96,"In the Bleak Midwinter ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",96,97,"Hate (Haine, La) ","1995",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",97,98,"Shopping ","1994",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"98",98,99,"Heidi Fleiss: Hollywood Madam ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"99",99,100,"City Hall ","1996",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"100",100,101,"Bottle Rocket ","1996",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101",101,102,"Mr. Wrong ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",102,103,"Unforgettable ","1996",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"103",103,104,"Happy Gilmore ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",104,105,"Bridges of Madison County, The ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105",105,106,"Nobody Loves Me (Keiner liebt mich) ","1994",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",106,107,"Muppet Treasure Island ","1996",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"107",107,108,"Catwalk ","1996",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"108",108,109,"Headless Body in Topless Bar ","1995",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"109",109,110,"Braveheart ","1995",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"110",110,111,"Taxi Driver ","1976",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"111",111,112,"Rumble in the Bronx (Hont faan kui) ","1995",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",112,113,"Before and After ","1996",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",113,114,"Margaret's Museum ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",114,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",115,116,"Anne Frank Remembered ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"116",116,117,"Young Poisoner's Handbook, The ","1995",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",117,118,"If Lucy Fell ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"118",118,119,"Steal Big, Steal Little ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",119,120,"Race the Sun ","1996",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",120,121,"Boys of St. Vincent, The ","1992",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",121,122,"Boomerang ","1992",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"122",122,123,"Chungking Express (Chung Hing sam lam) ","1994",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"123",123,124,"Star Maker, The (Uomo delle stelle, L') ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",124,125,"Flirting With Disaster ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",125,126,"NeverEnding Story III, The ","1994",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"126",126,127,"Silences of the Palace, The (Saimt el Qusur) ","1994",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",127,128,"Jupiter's Wife ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"128",128,129,"Pie in the Sky ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"129",129,130,"Angela ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",130,131,"Frankie Starlight ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"131",131,132,"Jade ","1995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"132",132,133,"Nueba Yol ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",133,134,"Sonic Outlaws ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"134",134,135,"Down Periscope ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",135,136,"From the Journals of Jean Seberg ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"136",136,137,"Man of the Year ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"137",137,138,"Neon Bible, The ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",138,139,"Target ","1995",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",139,140,"Up Close and Personal ","1996",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"140",140,141,"Birdcage, The ","1996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",141,142,"Shadows (Cienie) ","1988",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",142,143,"Gospa ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",143,144,"Brothers McMullen, The ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",144,145,"Bad Boys ","1995",0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"145",145,146,"Amazing Panda Adventure, The ","1995",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",146,147,"Basketball Diaries, The ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",147,148,"Awfully Big Adventure, An ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",148,149,"Amateur ","1994",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"149",149,150,"Apollo 13 ","1995",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"150",150,151,"Rob Roy ","1995",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"151",151,152,"Addiction, The ","1995",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"152",152,153,"Batman Forever ","1995",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",153,154,"Beauty of the Day (Belle de jour) ","1967",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",154,155,"Beyond Rangoon ","1995",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"155",155,156,"Blue in the Face ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",156,157,"Canadian Bacon ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"157",157,158,"Casper ","1995",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",158,159,"Clockers ","1995",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",159,160,"Congo ","1995",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"160",160,161,"Crimson Tide ","1995",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"161",161,162,"Crumb ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"162",162,163,"Desperado ","1995",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"163",163,164,"Devil in a Blue Dress ","1995",0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"164",164,165,"Die Hard: With a Vengeance ","1995",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"165",165,166,"Doom Generation, The ","1995",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",166,167,"Feast of July ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",167,168,"First Knight ","1995",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"168",168,169,"Free Willy 2: The Adventure Home ","1995",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",169,170,"Hackers ","1995",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"170",170,171,"Jeffrey ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",171,172,"Johnny Mnemonic ","1995",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"172",172,173,"Judge Dredd ","1995",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"173",173,174,"Jury Duty ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",174,175,"Kids ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",175,176,"Living in Oblivion ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",176,177,"Lord of Illusions ","1995",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"177",177,178,"Love & Human Remains ","1993",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",178,179,"Mad Love ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"179",179,180,"Mallrats ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"180",180,181,"Mighty Morphin Power Rangers: The Movie ","1995",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181",181,182,"Moonlight and Valentino ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"182",182,183,"Mute Witness ","1994",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"183",183,184,"Nadja ","1994",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",184,185,"Net, The ","1995",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"185",185,186,"Nine Months ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"186",186,187,"Party Girl ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",187,188,"Prophecy, The ","1995",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"188",188,189,"Reckless ","1995",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"189",189,190,"Safe ","1995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"190",190,191,"Scarlet Letter, The ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"191",191,192,"Show, The ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"192",192,193,"Showgirls ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",193,194,"Smoke ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",194,195,"Something to Talk About ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"195",195,196,"Species ","1995",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"196",196,197,"Stars Fell on Henrietta, The ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",197,198,"Strange Days ","1995",0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"198",198,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ","1964",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"199",199,200,"Tie That Binds, The ","1995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"200",200,201,"Three Wishes ","1995",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"201",201,202,"Total Eclipse ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"202",202,203,"To Wong Foo, Thanks for Everything! Julie Newmar ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",203,204,"Under Siege 2: Dark Territory ","1995",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204",204,205,"Unstrung Heroes ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",205,206,"Unzipped ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"206",206,207,"Walk in the Clouds, A ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"207",207,208,"Waterworld ","1995",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"208",208,209,"White Man's Burden ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",209,210,"Wild Bill ","1995",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"210",210,211,"Browning Version, The ","1994",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",211,212,"Bushwhacked ","1995",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",212,213,"Burnt by the Sun (Utomlyonnye solntsem) ","1994",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",213,214,"Before the Rain (Pred dozhdot) ","1994",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"214",214,215,"Before Sunrise ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"215",215,216,"Billy Madison ","1995",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",216,217,"Babysitter, The ","1995",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"217",217,218,"Boys on the Side ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",218,219,"Cure, The ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",219,220,"Castle Freak ","1995",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"220",220,222,"Circle of Friends ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"221",221,223,"Clerks ","1994",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",222,224,"Don Juan DeMarco ","1995",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"223",223,225,"Disclosure ","1994",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"224",224,226,"Dream Man ","1995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
