"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDX02","OUT027",4972.89709626352
"FDQ16","OUT027",3178.21515893637
"FDU35","OUT018",1320.8730736711
"NCT29","OUT013",1981.33080701466
"FDZ27","OUT046",798.550765114335
"FDN57","OUT017",2338.08266498723
"FDA03","OUT018",2089.13252433233
"FDZ36","OUT045",2922.03092384125
"NCU05","OUT013",1343.74209448877
"FDT39","OUT018",2175.11604444729
"FDK60","OUT017",1716.19222746669
"FDZ25","OUT017",2837.54092796422
"FDG12","OUT046",1999.88000605349
"DRB01","OUT019",1128.37392869924
"NCC43","OUT027",5400.2350667654
"FDX13","OUT019",2016.09340618608
"FDM22","OUT049",1023.39857339022
"FDJ03","OUT027",2311.84487106579
"FDU14","OUT018",3659.42131319038
"FDB33","OUT010",605.484631166866
"FDP27","OUT046",3015.94351984511
"FDO38","OUT010",0
"FDE28","OUT027",5162.15873264164
"FDO27","OUT035",1728.78427424944
"DRL23","OUT027",3167.36453159702
"FDS28","OUT046",970.65739474688
"FDX24","OUT013",1520.86839486456
"FDZ02","OUT035",1744.30250726961
"FDL46","OUT045",1801.56639545376
"FDS60","OUT027",4282.48975785346
"NCO06","OUT017",667.708402151694
"FDO16","OUT035",1511.14670706904
"FDC60","OUT049",1556.86545012548
"FDA48","OUT018",3199.45055550533
"FDZ36","OUT027",4452.01675741307
"FDK27","OUT045",1859.58473406636
"FDW23","OUT018",377.182780596971
"FDM14","OUT018",1486.6570922425
"FDM14","OUT013",1764.81613816698
"FDW60","OUT018",2590.53917351459
"FDE21","OUT013",1892.76765682677
"NCM42","OUT035",1896.47622644353
"FDY59","OUT010",0
"DRI49","OUT049",1412.76445457786
"FDT28","OUT019",501.635843512693
"FDQ22","OUT018",389.097622031546
"FDR60","OUT049",1338.16366884986
"FDC50","OUT019",0
"FDV24","OUT013",2442.85743325999
"DRF48","OUT010",1062.34365173137
"FDQ47","OUT046",669.263872462034
"DRN36","OUT049",1662.44401765633
"NCY06","OUT035",2195.29011865544
"FDE52","OUT035",1638.17360103622
"NCB54","OUT045",1956.95098856829
"NCF31","OUT035",2568.78570176049
"FDJ08","OUT027",4453.92469103577
"NCC07","OUT017",1804.12413378692
"NCD19","OUT027",2337.58248755764
"FDL46","OUT049",1998.0666482672
"FDM20","OUT045",3812.80345421116
"NCI06","OUT010",939.059738752413
"DRM11","OUT035",4229.29264618677
"NCH07","OUT018",2238.68616085076
"FDS23","OUT013",2095.8116156796
"FDO49","OUT018",587.573112023609
"FDS35","OUT049",1163.12534408196
"DRK39","OUT045",1266.01154311061
"DRI39","OUT049",1054.37635519307
"FDV04","OUT017",2662.50260319632
"NCN14","OUT035",3034.89902852151
"FDH08","OUT013",3676.59896681457
"FDS20","OUT046",2897.32721254697
"FDV40","OUT049",1320.59791280437
"FDZ48","OUT010",0
"FDS24","OUT027",2913.68905928796
"FDK44","OUT049",2860.44102690719
"FDS48","OUT045",2323.15888333701
"FDK26","OUT010",1089.91631558874
"FDD23","OUT045",2966.61900504157
"NCH54","OUT017",2666.00685796186
"NCP14","OUT010",0
"FDM60","OUT010",0
"FDV24","OUT017",2507.51052772678
"FDH08","OUT018",3333.09344135859
"FDS12","OUT027",3486.97727472267
"FDR39","OUT027",4311.47870086848
"FDP12","OUT027",2119.20033766983
"DRF60","OUT027",5180.07655374956
"FDC09","OUT035",1843.26508291437
"FDF50","OUT018",2862.84461596437
"FDG28","OUT035",4039.85898673141
"NCE19","OUT017",1016.84219533998
"NCM53","OUT010",0
"NCN18","OUT049",1873.71852119301
"FDF32","OUT035",3292.89004144896
"FDF11","OUT013",3856.93614113097
"DRI59","OUT049",3651.36680952229
"NCG54","OUT035",2831.85506966868
"FDM44","OUT046",1627.26859505848
"FDT57","OUT018",3448.59801153618
"FDV24","OUT046",2402.18449018837
"FDI50","OUT019",1743.2558566887
"FDS09","OUT035",1041.48867295992
"NCC31","OUT027",3906.45499725804
"FDQ07","OUT019",1606.50123371488
"FDC22","OUT017",3189.21389864287
"FDZ56","OUT046",2684.45638786745
"FDZ40","OUT019",0
"FDS46","OUT027",3393.31354862639
"DRD24","OUT045",2169.8218132478
"FDV45","OUT017",3096.41611300171
"FDL26","OUT045",2406.03066633143
"FDA56","OUT018",1687.61307548744
"FDN27","OUT046",1888.37134510648
"FDM20","OUT049",3959.51591309584
"FDO16","OUT017",1442.0517376514
"FDL03","OUT035",3288.32157258819
"FDE58","OUT046",1870.19257684825
"FDI02","OUT027",3297.50316268474
"NCC55","OUT019",0
"FDR03","OUT018",3025.5755816527
"FDB14","OUT017",1644.70317885924
"FDR45","OUT013",3829.40392985617
"NCN07","OUT017",2176.4745976316
"FDM51","OUT019",0
"FDT52","OUT027",5362.05050179136
"FDL26","OUT046",2450.29505780915
"NCZ42","OUT046",3766.98927952328
"DRI47","OUT019",413.604800372411
"FDW40","OUT013",2327.9436543675
"FDN34","OUT046",2732.74699747342
"FDS01","OUT035",2969.67390673772
"NCG55","OUT045",1790.22411364936
"FDC11","OUT035",1554.589669009
"FDX35","OUT018",3346.17163370845
"NCB06","OUT046",2545.12213482071
"FDR09","OUT019",2191.70429058417
"FDC53","OUT017",1661.63769103706
"FDY45","OUT013",4052.10162036237
"FDA22","OUT010",753.130334062593
"FDE02","OUT035",1676.89027305787
"FDW21","OUT045",1601.28210865905
"FDV34","OUT046",1245.19040220716
"FDS59","OUT049",1896.13192490451
"NCW17","OUT017",2143.35015598338
"NCK54","OUT046",1873.34476655136
"FDG17","OUT019",1998.62678696065
"FDG35","OUT017",2896.58302808949
"FDD08","OUT010",0
"NCO07","OUT017",3438.71341973615
"FDJ10","OUT010",395.373478545471
"FDW36","OUT017",1772.47465553383
"FDW21","OUT010",0
"FDY19","OUT017",1990.05353847674
"DRE03","OUT013",813.346502291489
"NCC55","OUT049",741.519193356129
"FDH52","OUT010",0
"FDO09","OUT017",4322.0262386925
"FDU43","OUT045",3758.03644212172
"FDX09","OUT010",854.591634615157
"FDH40","OUT019",0
"FDW58","OUT017",1778.69812977493
"FDC47","OUT017",3689.41674432729
"NCR41","OUT035",1663.37911048046
"DRG49","OUT035",4002.45945704735
"FDC52","OUT027",3920.6378562857
"FDY13","OUT046",1209.79794296586
"FDY35","OUT013",816.55737623209
"FDI35","OUT017",2981.40319728917
"NCU18","OUT049",2348.18375038558
"FDY33","OUT018",2290.08850757727
"FDC15","OUT027",3952.06683997103
"FDU01","OUT049",3099.36909946636
"NCU42","OUT046",2687.568124988
"NCV29","OUT018",2537.54050564524
"NCY30","OUT017",2999.04985849979
"FDQ46","OUT049",1892.38894391629
"FDG58","OUT027",3944.38663398971
"FDK33","OUT017",3471.3866595019
"NCD07","OUT045",1781.42100933533
"NCX29","OUT027",3747.95866702297
"NCT42","OUT013",2388.93414069803
"DRN59","OUT035",908.729959216696
"FDI44","OUT035",1424.13942544142
"FDA45","OUT049",2920.54734112768
"FDP31","OUT045",1054.87662897655
"FDY01","OUT046",1892.1143260947
"FDT09","OUT018",1890.26451669528
"DRH03","OUT027",2976.27586676133
"FDA36","OUT018",2677.93897278721
"NCF31","OUT017",2540.14331490996
"FDG14","OUT049",2551.85895310607
"FDG28","OUT027",5371.385713153
"FDU14","OUT049",4039.80806601732
"FDY47","OUT019",238.665612424561
"FDI56","OUT049",1554.14623064993
"DRD01","OUT013",1009.8149218408
"FDM22","OUT046",953.623745749004
"FDH33","OUT013",738.213609515875
"DRZ24","OUT013",1923.80412286711
"NCQ38","OUT046",1686.84280223136
"FDO16","OUT027",2808.44432516462
"FDU07","OUT027",3823.05110721602
"NCB07","OUT013",3107.30666061045
"FDU48","OUT045",2037.77524853738
"NCM43","OUT045",2551.09673915422
"FDR31","OUT010",428.457467611129
"DRK49","OUT018",412.927304900697
"NCI30","OUT010",1939.1720492963
"DRD60","OUT017",2972.06798592752
"NCG19","OUT046",3711.55057098361
"FDH12","OUT035",1828.59056942167
"FDM32","OUT035",1620.95991005316
"FDM27","OUT035",2673.49832883623
"NCU53","OUT027",4080.51001309586
"NCQ18","OUT046",1592.58828484998
"FDS10","OUT013",2868.02652298885
"FDB33","OUT027",3950.47051882819
"FDI12","OUT013",1467.61679875283
"NCW42","OUT013",3526.37363384591
"NCC06","OUT018",1774.62035711506
"FDW02","OUT017",2162.16016810928
"NCD43","OUT017",1776.11849970199
"FDM57","OUT018",1114.85696710034
"FDA58","OUT017",3839.1504228309
"FDK56","OUT046",2930.94330866024
"FDP52","OUT045",3629.59326899689
"FDW20","OUT018",1702.10754699495
"FDS52","OUT049",1709.53082376445
"NCT29","OUT018",1637.82528155868
"NCL54","OUT013",2828.71905968209
"FDC05","OUT045",3117.33599247528
"FDF34","OUT035",3306.95154272891
"FDP03","OUT027",3487.60851859034
"FDD32","OUT010",0
"FDZ10","OUT045",1965.79454546488
"FDZ40","OUT035",1036.68147787648
"FDD51","OUT018",454.322743815338
"NCY30","OUT019",942.363618844284
"FDP58","OUT017",3544.39112408706
"FDV49","OUT017",4265.9158337026
"FDY24","OUT019",0
"NCO55","OUT017",1821.19823536736
"FDR13","OUT017",2018.69041642933
"FDS51","OUT017",1118.34394847511
"FDP26","OUT045",1611.50149213073
"NCB54","OUT027",3511.83071910448
"FDF32","OUT017",3220.68333491077
"FDN31","OUT018",2716.2226745813
"DRM48","OUT017",714.835660842382
"FDN20","OUT049",2777.56924391277
"DRL01","OUT046",3728.23215491906
"FDV56","OUT049",1866.61087484188
"DRH13","OUT027",3177.23185000627
"FDA03","OUT017",2469.28551017018
"FDF47","OUT027",4984.32028323305
"FDX32","OUT046",2379.02650376945
"FDX57","OUT049",1699.31144029277
"NCA30","OUT045",2947.31733845062
"FDO49","OUT013",898.405397713845
"FDL04","OUT019",0
"DRM48","OUT035",774.595418898386
"FDR16","OUT013",3434.79788335752
"NCC19","OUT018",2771.12927607336
"NCE42","OUT045",3646.03612670967
"FDY24","OUT017",1058.41767623981
"FDH19","OUT049",2877.5555810702
"FDJ46","OUT013",2778.93126575334
"FDN45","OUT010",1625.86368557688
"FDY08","OUT035",2422.83545682766
"FDZ37","OUT035",1592.56175832324
"NCT30","OUT045",719.073956380499
"DRY23","OUT018",475.712386014177
"NCZ30","OUT018",1666.89512973883
"FDC44","OUT018",1536.85563547116
"FDB45","OUT035",1822.40754776315
"FDY04","OUT013",2670.85397331469
"FDM27","OUT046",2572.20314421303
"FDZ43","OUT017",3957.33375990148
"FDT39","OUT019",543.702978877569
"NCC06","OUT019",119.869263141231
"FDL15","OUT027",3890.44510977283
"FDL57","OUT017",4210.61671456555
"FDU08","OUT046",1585.34104909623
"FDK40","OUT017",4262.312442117
"FDQ12","OUT010",1695.75641304149
"FDS48","OUT017",2505.4225521189
"FDP09","OUT045",3281.87575496626
"FDW21","OUT049",1738.65935618209
"FDY25","OUT035",3012.13355974758
"DRE13","OUT017",1483.97928361365
"FDV43","OUT019",0
"FDD22","OUT045",1720.78258806723
"FDM46","OUT019",0
"NCO30","OUT010",1008.99291879959
"FDM25","OUT046",2803.66348645069
"NCN41","OUT049",2059.15627141778
"FDU24","OUT045",1484.22166992118
"FDZ50","OUT046",2959.08853214779
"FDP45","OUT013",4043.92975991601
"NCM54","OUT045",1945.03614713371
"FDW10","OUT019",876.074282965266
"FDP20","OUT017",2143.39060856594
"FDK32","OUT046",2450.43464721177
"FDN52","OUT049",1562.59726990153
"FDM58","OUT045",1760.27009335917
"FDZ46","OUT027",3225.38287020962
"NCA18","OUT018",1595.93818817899
"FDD35","OUT046",1945.36592220643
"NCK31","OUT035",964.128215173799
"FDI40","OUT027",3115.70925662813
"FDT50","OUT019",0
"NCT06","OUT046",2613.45899372504
"FDT31","OUT035",3117.77081151592
"FDT45","OUT049",973.51164264141
"FDT13","OUT045",2893.39404588866
"FDO50","OUT045",1397.56645335599
"NCU18","OUT010",322.680626440169
"NCR54","OUT049",3183.08460198825
"NCO18","OUT018",2546.87571700688
"FDU09","OUT045",908.295140176054
"FDT13","OUT018",2690.83712315188
"FDE09","OUT046",1795.67269628538
"NCK53","OUT019",0
"FDG45","OUT049",3465.92905929751
"DRH15","OUT035",895.299701804414
"FDO21","OUT019",1684.21375656343
"FDD14","OUT027",4367.44951645576
"FDC09","OUT046",1698.40557860351
"FDH45","OUT027",2224.87804202074
"FDV32","OUT046",1061.74149077022
"FDG12","OUT035",2098.06345355614
"FDS32","OUT013",2312.42542134733
"NCL55","OUT018",3681.65467491669
"DRE01","OUT035",3983.82948690664
"DRE15","OUT049",1345.45135718618
"NCL42","OUT045",3825.25040269335
"FDP31","OUT013",1127.36701504371
"FDN33","OUT018",1279.0446645289
"FDZ59","OUT046",2664.86134045156
"FDE45","OUT010",905.362737474006
"FDJ07","OUT013",1923.35292098463
"FDQ45","OUT018",2693.59679521
"FDM33","OUT027",4911.27536606532
"FDO15","OUT010",0
"FDM46","OUT013",1520.33628781695
"FDR03","OUT045",3232.80011007031
"FDY49","OUT018",2412.88076609119
"FDQ60","OUT045",1880.93392368263
"FDW10","OUT049",2887.87410136193
"FDO51","OUT049",891.884115727411
"FDJ40","OUT018",1516.27727912518
"FDS20","OUT018",2608.49744720507
"FDU45","OUT013",1880.95195221225
"FDV02","OUT035",2830.2992011084
"FDN09","OUT046",3819.23534577727
"NCM55","OUT027",4405.81412341499
"FDN23","OUT018",2074.10594577721
"FDY31","OUT010",389.461616784234
"FDW03","OUT010",0
"FDD14","OUT046",2903.5102342055
"FDV23","OUT017",2109.20195282249
"DRI03","OUT045",2715.73563846525
"FDN13","OUT035",1740.02741923378
"FDF45","OUT027",2481.7643882704
"FDU46","OUT035",1605.54081385304
"FDB57","OUT049",3657.68942058344
"FDV12","OUT049",1748.0350201263
"FDQ58","OUT013",2432.41755522056
"NCA18","OUT017",1957.42075129356
"FDH52","OUT049",1151.84174651505
"FDM24","OUT018",2159.55735884456
"NCP43","OUT027",4319.83060330003
"NCO18","OUT019",893.680491593323
"FDM32","OUT017",1572.09123191907
"NCL07","OUT017",743.824603857401
"FDK03","OUT013",4071.36283437076
"FDP59","OUT017",1794.88805924533
"FDQ24","OUT049",4047.54695623612
"FDQ16","OUT018",1478.34564239351
"FDU44","OUT013",2630.93349779519
"FDH28","OUT010",0
"FDV28","OUT019",0
"FDM22","OUT045",870.46264026444
"FDR56","OUT046",3150.70930403109
"FDV39","OUT049",3210.02602197795
"FDU37","OUT019",0
"FDQ11","OUT010",2172.408754662
"FDX02","OUT045",3460.02581685471
"NCS42","OUT018",1214.2120603901
"FDY57","OUT027",3024.52602378474
"FDB21","OUT049",3910.83278584488
"FDE28","OUT017",3780.20745952569
"FDQ55","OUT017",1966.32299242764
"FDA48","OUT049",3610.95467953774
"FDZ19","OUT045",2695.01769271665
"NCC43","OUT045",3909.14594720042
"NCV18","OUT046",1324.27875163079
"NCA42","OUT018",2248.0213722124
"FDY45","OUT046",4037.8784428154
"NCC30","OUT045",2764.45921829878
"FDM57","OUT013",1459.9183611166
"FDL09","OUT010",776.527046704185
"FDB09","OUT027",3442.92130056996
"FDT44","OUT035",2043.58982229165
"NCT06","OUT027",4057.17198469175
"FDX26","OUT049",2999.77527995393
"FDK32","OUT013",2512.88975012723
"DRA12","OUT046",2273.20921001592
"FDO46","OUT010",1104.9024415613
"FDE52","OUT013",1479.53164018741
"NCH42","OUT045",3563.6559981803
"FDV08","OUT035",848.664097578772
"FDB47","OUT018",3050.86199626207
"FDC28","OUT010",0
"FDD22","OUT046",1819.50237915453
"FDS07","OUT027",3294.29228874414
"DRI13","OUT045",3357.50030220692
"FDG32","OUT018",3242.48276814537
"FDU14","OUT017",4047.3536418296
"FDD28","OUT019",0
"NCP41","OUT017",1858.00697376631
"FDS08","OUT049",2870.75954719892
"FDX47","OUT045",2483.35067153498
"FDC53","OUT019",0
"FDQ19","OUT035",3996.86722667393
"FDL14","OUT045",2442.40643450282
"FDM33","OUT019",1589.32799531439
"FDA51","OUT045",1794.45874910262
"FDZ27","OUT018",529.947291055998
"FDT04","OUT046",691.930204415903
"DRC13","OUT049",2139.09635927684
"FDR16","OUT027",4892.29333086218
"FDQ03","OUT027",5226.85174737782
"FDE38","OUT035",2804.99455484411
"DRH23","OUT027",2388.92615004667
"FDT11","OUT019",1119.66996120526
"FDD09","OUT035",2990.35139990375
"FDR40","OUT045",1307.62747659301
"FDX07","OUT017",3058.72320249272
"FDR07","OUT035",1703.83169304757
"FDA51","OUT017",1981.39002356533
"FDT59","OUT019",1730.70977138645
"FDF20","OUT017",3188.54220219264
"FDR13","OUT045",1819.31219348444
"FDY26","OUT049",3468.6078261905
"FDW04","OUT017",2223.78189830748
"FDK52","OUT017",3683.76582971637
"FDN60","OUT049",2592.62314815305
"FDM09","OUT019",857.092247762124
"FDP46","OUT049",1514.75786217804
"FDB50","OUT019",0
"NCQ29","OUT049",4174.43426080068
"FDP16","OUT027",5318.91915233126
"FDX33","OUT018",2331.03274460943
"FDP07","OUT010",1171.58429508531
"FDN22","OUT046",4007.92442252521
"FDF39","OUT049",4269.36047463229
"FDS21","OUT017",1148.49624240541
"NCM42","OUT013",1748.72534551663
"FDK50","OUT019",691.741199418287
"DRF13","OUT027",3787.38748807742
"FDH35","OUT018",2324.1375739181
"FDP60","OUT018",1321.36472813615
"DRJ49","OUT027",3526.32519061199
"NCT42","OUT019",456.024000799712
"FDE38","OUT049",2756.35964369912
"FDI04","OUT049",3288.41024127673
"NCH54","OUT045",2438.62300093204
"FDT56","OUT049",1114.58180623362
"DRD15","OUT018",3388.53214989826
"FDV58","OUT013",3096.94768773615
"FDP21","OUT049",3108.62340566287
"FDH05","OUT013",3753.38686497051
"FDR10","OUT027",4014.71233168188
"NCP06","OUT045",2307.06809068666
"FDF33","OUT049",1803.78534114583
"DRK37","OUT013",3011.4962746688
"DRH49","OUT045",1292.99341568287
"FDT58","OUT013",2686.76472397985
"FDD41","OUT018",1446.87620612562
"FDP40","OUT018",1540.59861645938
"FDM51","OUT027",3133.31546525619
"FDO45","OUT010",0
"FDW33","OUT010",0
"FDY24","OUT045",874.598138897648
"FDB10","OUT010",1827.35177586944
"FDM40","OUT035",2399.3982916035
"NCI06","OUT017",2967.44083282927
"FDW12","OUT019",431.801800285568
"FDX48","OUT027",3961.00953368768
"NCW05","OUT027",3167.36453159702
"FDX27","OUT017",1684.09154733112
"DRM37","OUT045",3066.95740726142
"FDA38","OUT045",3740.29064409104
"FDR36","OUT046",723.065807276296
"FDZ45","OUT046",3142.83082440967
"FDG05","OUT017",2669.25818448503
"FDK28","OUT013",4103.89648473388
"FDV47","OUT045",1316.29099150441
"FDN21","OUT045",2479.5672379642
"FDP20","OUT027",3480.22169343396
"FDI35","OUT045",2810.0306084292
"DRY23","OUT013",805.215094427695
"FDA56","OUT017",2063.09845564446
"FDB09","OUT013",1997.87280154749
"NCO26","OUT027",3326.92507592732
"FDQ49","OUT018",2259.54369600198
"FDI52","OUT027",3405.62090770596
"FDZ44","OUT027",3328.97259895264
"FDZ09","OUT018",2330.89315520681
"FDY03","OUT049",1957.79410768527
"NCG42","OUT017",2174.9591816539
"DRI13","OUT027",4893.70961001983
"FDQ32","OUT013",2086.12433925553
"FDW16","OUT035",1660.40696276253
"FDU27","OUT046",831.855248747749
"FDR28","OUT010",714.905316505987
"FDQ49","OUT010",642.432958968441
"FDS37","OUT046",1856.76231943596
"FDW26","OUT018",3253.96463935239
"FDX12","OUT018",3575.13325103832
"NCP06","OUT013",2426.23453356203
"FDW45","OUT010",391.017485344508
"NCN30","OUT049",1618.34759092106
"FDN24","OUT049",973.51164264141
"NCL41","OUT027",2011.78672277347
"FDR02","OUT019",0
"FDD09","OUT010",945.774867458554
"FDS33","OUT010",0
"FDU22","OUT045",1843.04273953353
"FDI53","OUT013",2660.00334597534
"DRH01","OUT049",2882.22318675102
"FDX32","OUT013",2355.90883586986
"NCP30","OUT018",392.209359152094
"FDB60","OUT045",3030.18912144504
"FDB14","OUT049",1651.16042008943
"NCP02","OUT035",1097.77110102706
"FDJ10","OUT017",2387.96959573604
"FDG34","OUT046",1819.64196855715
"NCB18","OUT017",1520.25591496499
"FDM16","OUT049",1352.79772975999
"FDW25","OUT018",1082.08459051454
"FDB35","OUT010",0
"DRN11","OUT013",2309.66574928921
"FDF41","OUT019",2010.44249157517
"FDH16","OUT045",1354.04258625089
"NCQ50","OUT018",3079.81048669453
"DRH23","OUT018",662.606867979169
"DRJ37","OUT013",2444.3728492377
"DRJ24","OUT027",4376.25262076979
"FDY16","OUT035",3098.74832373021
"FDQ27","OUT045",1669.16776568091
"FDZ33","OUT045",2294.16994032199
"FDF29","OUT045",2075.74733785162
"FDA08","OUT049",2736.23248923562
"FDG31","OUT046",1063.78901379554
"FDE34","OUT019",1000.95451708707
"NCR30","OUT027",2648.88378083431
"FDV33","OUT035",4261.04126125991
"DRZ24","OUT018",1644.08920838234
"NCL54","OUT035",2894.00890691449
"FDR12","OUT049",2887.52203629951
"NCC54","OUT046",3813.58443116635
"DRN59","OUT013",795.208186615818
"FDX50","OUT019",0
"FDV31","OUT027",4277.37095029016
"NCA29","OUT027",4189.83156161492
"FDW60","OUT049",2949.1437664977
"FDX08","OUT017",2991.80262274604
"DRD49","OUT013",3759.92195169147
"FDD33","OUT046",3647.80041259496
"FDW35","OUT013",738.254062098442
"FDJ36","OUT017",1805.2874847022
"FDV51","OUT035",2783.21239500028
"FDW36","OUT046",1706.04533200226
"FDH35","OUT046",2620.74668206137
"NCS30","OUT027",3538.77213909418
"FDN49","OUT017",798.870794752079
"FDL08","OUT018",3600.91132011273
"FDI09","OUT013",3866.80345954022
"FDP19","OUT018",1787.5589600623
"FDU21","OUT010",0
"NCP41","OUT045",1657.07288226115
"FDY10","OUT013",1833.15299707132
"FDP12","OUT018",388.213449921508
"NCN26","OUT049",1953.47856706688
"FDK44","OUT013",2795.5541654513
"FDC28","OUT049",1845.26168522561
"FDJ41","OUT027",5597.0960039597
"NCT29","OUT035",2116.63473945937
"NCH42","OUT019",1701.68037578887
"FDU60","OUT018",2423.69094084797
"FDS02","OUT045",3038.02714848389
"FDC51","OUT046",2014.86613202605
"FDU03","OUT013",2972.82005522971
"FDX39","OUT045",3327.09508003425
"NCY05","OUT010",0
"NCL06","OUT027",5545.75234147067
"FDD32","OUT035",1489.99579109288
"NCN41","OUT045",1892.21752124954
"NCX53","OUT049",2349.20751189824
"FDU57","OUT019",530.232268882719
"FDQ23","OUT046",1668.25328467321
"FDQ52","OUT045",3856.8189757813
"FDC14","OUT045",657.019255954742
"FDY09","OUT035",2945.35256940352
"FDQ28","OUT045",2466.80867700215
"FDV25","OUT046",3488.81242789483
"FDJ07","OUT035",2002.64558525948
"DRB25","OUT049",1798.09397395235
"FDK52","OUT019",1655.08522414579
"FDY52","OUT027",2483.71277447566
"FDB28","OUT046",3127.80424585454
"FDT36","OUT035",755.965448757669
"FDV25","OUT017",3609.69715103599
"NCN07","OUT027",3530.42023666263
"FDC57","OUT017",3210.9960584867
"FDQ03","OUT018",3506.75593955141
"FDU23","OUT017",2753.54624663709
"NCX41","OUT035",3502.64912900793
"NCD06","OUT035",921.176907698885
"FDW08","OUT045",1642.57841075364
"NCU29","OUT017",2410.59547510734
"NCE06","OUT013",2585.75462530976
"FDV52","OUT010",16.7186352945563
"FDB02","OUT017",2952.02173662916
"NCR18","OUT045",649.672883380933
"FDK16","OUT049",1616.30006789574
"NCQ29","OUT010",2156.71047965664
"FDZ01","OUT019",0
"FDW27","OUT035",2688.07370550887
"FDD17","OUT018",3474.51567001322
"FDW39","OUT013",2879.589299361
"DRH59","OUT045",1112.18281855636
"FDS52","OUT013",1663.31438503185
"FDU40","OUT027",4538.92490222064
"NCF54","OUT013",2782.61556250407
"FDH46","OUT045",1632.35902728196
"NCP14","OUT049",1759.76981957569
"FDH50","OUT049",3079.67491523042
"DRF15","OUT010",520.033218099518
"FDV27","OUT027",2912.13319072769
"NCJ06","OUT049",2017.22872545553
"FDN02","OUT018",2969.99728371041
"FDQ51","OUT049",913.053263358494
"FDQ07","OUT017",3669.41094761148
"FDS45","OUT049",1833.9780876587
"NCJ06","OUT045",1867.4045294503
"FDD36","OUT035",2018.16381827965
"FDY25","OUT045",2823.009663959
"FDU52","OUT046",2460.65403068345
"DRK47","OUT017",3686.30500720674
"NCL30","OUT017",2151.66160583236
"FDN22","OUT035",4163.67500675798
