"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDV56","OUT035",1907.23167304022
"FDT59","OUT046",3655.14340851991
"FDB23","OUT046",3576.39517383373
"FDR49","OUT045",718.556862872146
"FDB03","OUT010",1918.42767966431
"FDN39","OUT045",2578.7866710618
"FDX02","OUT027",4990.8745728801
"FDQ16","OUT027",3195.92024484331
"FDU35","OUT018",1338.68819895455
"NCT29","OUT013",1998.90696151732
"FDZ27","OUT046",816.313585846303
"FDN57","OUT017",2356.14731345613
"FDA03","OUT018",2056.67802191374
"FDZ36","OUT045",2889.11129569241
"NCU05","OUT013",1361.22147794902
"FDT39","OUT018",2142.67459231442
"FDK60","OUT017",1683.77625602001
"FDZ25","OUT017",2805.29515100266
"FDG12","OUT046",1967.43892894063
"DRB01","OUT019",1145.86151667764
"NCC43","OUT027",5418.27740328312
"FDX13","OUT019",2033.71572920216
"FDM22","OUT049",990.906944916291
"FDJ03","OUT027",2279.03223073845
"FDU14","OUT018",3677.59137535777
"FDB33","OUT010",623.319080453261
"FDP27","OUT046",3034.04288889433
"FDO38","OUT010",0
"FDE28","OUT027",5129.77870324067
"FDO27","OUT035",1695.84418553461
"DRL23","OUT027",3185.06797063271
"FDS28","OUT046",938.060105732824
"FDX24","OUT013",1538.37466195118
"FDZ02","OUT035",1711.36477385931
"FDL46","OUT045",1818.8629385203
"FDS60","OUT027",4300.36244679656
"NCO06","OUT017",685.519526906251
"FDO16","OUT035",1528.55981756967
"FDC60","OUT049",1524.45478943648
"FDA48","OUT018",3217.55080487832
"FDZ36","OUT027",4419.52894508268
"FDK27","OUT045",1876.89008295866
"FDW23","OUT018",394.854675783068
"FDM14","OUT018",1504.49737965943
"FDM14","OUT013",1782.35943081091
"FDW60","OUT018",2558.16077288883
"FDE21","OUT013",1910.33036951624
"NCM42","OUT035",1913.94782094572
"FDY59","OUT010",0
"DRI49","OUT049",1430.71815423461
"FDT28","OUT019",519.028307319939
"FDQ22","OUT018",406.771325611681
"FDR60","OUT049",1356.10604585353
"FDC50","OUT019",0
"FDV24","OUT013",2460.50363670148
"DRF48","OUT010",1080.24744152331
"FDQ47","OUT046",636.620838966068
"DRN36","OUT049",1680.43561282646
"NCY06","OUT035",2212.80706611208
"FDE52","OUT035",1605.21975974214
"NCB54","OUT045",1974.27111537894
"NCF31","OUT035",2586.35933710416
"FDJ08","OUT027",4471.82339978892
"NCC07","OUT017",1822.10773984925
"NCD19","OUT027",2355.15998510191
"FDL46","OUT049",2016.10918309668
"FDM20","OUT045",3830.40525598582
"NCI06","OUT010",956.944816932086
"DRM11","OUT035",4247.11830761681
"NCH07","OUT018",2256.64058867743
"FDS23","OUT013",2113.40514568934
"FDO49","OUT018",554.890708033501
"FDS35","OUT049",1181.04115436508
"DRK39","OUT045",1283.22680148639
"DRI39","OUT049",1072.27565992519
"FDV04","OUT017",2630.23025951421
"NCN14","OUT035",3052.54340895778
"FDH08","OUT013",3694.43242334244
"FDS20","OUT046",2915.40857841722
"FDV40","OUT049",1338.53762373744
"FDZ48","OUT010",0
"FDS24","OUT027",2880.96776482092
"FDK44","OUT049",2878.61444998159
"FDS48","OUT045",2340.5345919342
"FDK26","OUT010",1057.43805876178
"FDD23","OUT045",2933.70614431978
"NCH54","OUT017",2684.12127764747
"NCP14","OUT010",0
"FDM60","OUT010",0
"FDV24","OUT017",2525.60089137942
"FDH08","OUT018",3351.21397459345
"FDS12","OUT027",3504.72922349154
"FDR39","OUT027",4329.35578965458
"FDP12","OUT027",2086.35845841159
"DRF60","OUT027",5198.0854753583
"FDC09","OUT035",1810.34236970662
"FDF50","OUT018",2880.89377643473
"FDG28","OUT035",4007.26966506219
"NCE19","OUT017",1034.7063104321
"NCM53","OUT010",0
"NCN18","OUT049",1891.74218288744
"FDF32","OUT035",3310.57357888215
"FDF11","OUT013",3824.41073711684
"DRI59","OUT049",3669.66027661714
"NCG54","OUT035",2849.46863278468
"FDM44","OUT046",1645.15719575909
"FDT57","OUT018",3466.73607566116
"FDV24","OUT046",2420.19070498326
"FDI50","OUT019",1710.45053784724
"FDS09","OUT035",1008.44426886047
"NCC31","OUT027",3924.2706129264
"FDQ07","OUT019",1573.67515872271
"FDC22","OUT017",3157.02149740659
"FDZ56","OUT046",2702.50544492922
"FDZ40","OUT019",0
"FDS46","OUT027",3360.66504993017
"DRD24","OUT045",2187.17424886694
"FDV45","OUT017",3114.59585873757
"FDL26","OUT045",2423.41895292548
"FDA56","OUT018",1705.48386331882
"FDN27","OUT046",1906.29957509287
"FDM20","OUT049",3977.85615001172
"FDO16","OUT017",1459.98038959909
"FDL03","OUT035",3255.61818513088
"FDE58","OUT046",1888.11804772312
"FDI02","OUT027",3264.84012221459
"NCC55","OUT019",0
"FDR03","OUT018",2993.26320937072
"FDB14","OUT017",1612.27635704833
"FDR45","OUT013",3847.26057860069
"NCN07","OUT017",2194.51471777867
"FDM51","OUT019",0
"FDT52","OUT027",5329.70081128204
"FDL26","OUT046",2468.30857466207
"NCZ42","OUT046",3785.20263973895
"DRI47","OUT019",430.983903127867
"FDW40","OUT013",2295.18618508329
"FDN34","OUT046",2700.41715241551
"FDS01","OUT035",2987.30838752724
"NCG55","OUT045",1807.51893522301
"FDC11","OUT035",1572.00937313437
"FDX35","OUT018",3313.90792040291
"NCB06","OUT046",2563.15004420428
"FDR09","OUT019",2209.35326722194
"FDC53","OUT017",1679.59967099258
"FDY45","OUT013",4069.99206940359
"FDA22","OUT010",770.987192510717
"FDE02","OUT035",1694.32853955223
"FDW21","OUT045",1568.16202175507
"FDV34","OUT046",1212.6347808776
"FDS59","OUT049",1863.77275692511
"NCW17","OUT017",2161.38524861555
"NCK54","OUT046",1891.27071585485
"FDG17","OUT019",1965.8602274489
"FDG35","OUT017",2864.34621233671
"FDD08","OUT010",0
"NCO07","OUT017",3456.94511819096
"FDJ10","OUT010",362.789806373136
"FDW36","OUT017",1790.45345794619
"FDW21","OUT010",0
"FDY19","OUT017",2008.06536427061
"DRE03","OUT013",830.745384115912
"NCC55","OUT049",759.371013694184
"FDH52","OUT010",0
"FDO09","OUT017",4290.00577185349
"FDU43","OUT045",3725.24370004202
"FDX09","OUT010",872.463892513783
"FDH40","OUT019",0
"FDW58","OUT017",1796.677876765
"FDC47","OUT017",3707.68649367851
"NCR41","OUT035",1680.81532629659
"DRG49","OUT035",4020.25069050881
"FDC52","OUT027",3888.0693930762
"FDY13","OUT046",1227.62318139329
"FDY35","OUT013",783.570513888149
"FDI35","OUT017",2999.56548675655
"NCU18","OUT049",2366.2794247959
"FDY33","OUT018",2257.66450557312
"FDC15","OUT027",3969.88937844946
"FDU01","OUT049",3067.19255472567
"NCU42","OUT046",2705.61765433862
"NCV29","OUT018",2555.54029256611
"NCY30","OUT017",3017.21482631729
"FDQ46","OUT049",1910.41543934387
"FDG58","OUT027",3911.82177528878
"FDK33","OUT017",3489.62331698972
"NCD07","OUT045",1798.71449480381
"NCX29","OUT027",3765.75022665835
"NCT42","OUT013",2406.5721598459
"DRN59","OUT035",926.051636955875
"FDI44","OUT035",1441.53933027329
"FDA45","OUT049",2938.72988693366
"FDP31","OUT045",1021.67361051057
"FDY01","OUT046",1859.65689267411
"FDT09","OUT018",1857.77983076806
"DRH03","OUT027",2993.95030301055
"FDA36","OUT018",2695.96006890906
"NCF31","OUT017",2558.23863145585
"FDG14","OUT049",2519.59930914083
"FDG28","OUT027",5339.03743951026
"FDU14","OUT049",4058.1604894026
"FDY47","OUT019",205.631932002248
"FDI56","OUT049",1572.12138875093
"DRD01","OUT013",976.857391468666
"FDM22","OUT046",921.02387142574
"FDH33","OUT013",755.601087925824
"DRZ24","OUT013",1941.37154616565
"NCQ38","OUT046",1704.74044490215
"FDO16","OUT027",2826.09328851428
"FDU07","OUT027",3840.85406412611
"NCB07","OUT013",3125.05371189176
"FDU48","OUT045",2055.10764257883
"NCM43","OUT045",2568.50704338254
"FDR31","OUT010",395.878816813932
"DRK49","OUT018",430.604625268905
"NCI30","OUT010",1957.20892111491
"DRD60","OUT017",2990.22885852833
"NCG19","OUT046",3729.75551690099
"FDH12","OUT035",1846.05186047014
"FDM32","OUT035",1638.38968762758
"FDM27","OUT035",2640.70162560179
"NCU53","OUT027",4098.35204624148
"NCQ18","OUT046",1610.47162189127
"FDS10","OUT013",2885.73725714614
"FDB33","OUT027",3968.29281502244
"FDI12","OUT013",1434.72875198976
"NCW42","OUT013",3544.18428968459
"NCC06","OUT018",1792.5043506152
"FDW02","OUT017",2129.81188415713
"NCD43","OUT017",1794.0978551646
"FDM57","OUT018",1082.25459245721
"FDA58","OUT017",3857.44289824967
"FDK56","OUT046",2949.02977666702
"FDP52","OUT045",3596.78103225
"FDW20","OUT018",1719.98053474783
"FDS52","OUT049",1727.52956560958
"NCT29","OUT018",1655.68851276834
"NCL54","OUT013",2846.42382788654
"FDC05","OUT045",3084.44600706432
"FDF34","OUT035",3274.25098286499
"FDP03","OUT027",3454.97433166338
"FDD32","OUT010",0
"FDZ10","OUT045",1983.11601452047
"FDZ40","OUT035",1054.02257566121
"FDD51","OUT018",472.006347042222
"NCY30","OUT019",959.822974811631
"FDP58","OUT017",3562.63886194377
"FDV49","OUT017",4284.27308212137
"FDY24","OUT019",0
"NCO55","OUT017",1839.18443287865
"FDR13","OUT017",1986.3203571271
"FDS51","OUT017",1136.22346915749
"FDP26","OUT045",1628.76918779383
"NCB54","OUT027",3529.58644004446
"FDF32","OUT017",3238.88194150217
"FDN31","OUT018",2734.24958127297
"DRM48","OUT017",732.653938411692
"FDN20","OUT049",2795.73008899031
"DRL01","OUT046",3696.05340120654
"FDV56","OUT049",1834.24722625808
"DRH13","OUT027",3194.93678666994
"FDA03","OUT017",2436.98384065602
"FDF47","OUT027",5002.29949362203
"FDX32","OUT046",2346.64297222019
"FDX57","OUT049",1666.92239957083
"NCA30","OUT045",2964.78777969151
"FDO49","OUT013",865.430957983733
"FDL04","OUT019",0
"DRM48","OUT035",791.896738154056
"FDR16","OUT013",3402.20840863693
"NCC19","OUT018",2789.16451630193
"NCE42","OUT045",3663.61261710757
"FDY24","OUT017",1025.90187001289
"FDH19","OUT049",2895.73160173331
"FDJ46","OUT013",2796.62847733606
"FDN45","OUT010",1643.85300451954
"FDY08","OUT035",2390.00070883656
"FDZ37","OUT035",1559.60099421908
"NCT30","OUT045",736.206202432882
"DRY23","OUT018",443.013004184204
"NCZ30","OUT018",1684.762773071
"FDC44","OUT018",1554.70354185196
"FDB45","OUT035",1839.86790037365
"FDY04","OUT013",2638.14854979033
"FDM27","OUT046",2539.84893235607
"FDZ43","OUT017",3925.25794128061
"FDT39","OUT019",510.715595987418
"NCC06","OUT019",137.203783717657
"FDL15","OUT027",3908.25829551501
"FDL57","OUT017",4178.57933836856
"FDU08","OUT046",1603.22328617676
"FDK40","OUT017",4280.66914362527
"FDQ12","OUT010",1713.75634006419
"FDS48","OUT017",2523.51259886571
"FDP09","OUT045",3299.3969743437
"FDW21","OUT049",1706.27628755275
"FDY25","OUT035",3029.77448491857
"DRE13","OUT017",1501.91429918141
"FDV43","OUT019",0
"FDD22","OUT045",1738.06687004273
"FDM46","OUT019",0
"NCO30","OUT010",1026.88861119906
"FDM25","OUT046",2771.34440485585
"NCN41","OUT049",2077.20807822212
"FDU24","OUT045",1451.08381598266
"FDZ50","OUT046",2926.79304043682
"FDP45","OUT013",4011.43273715622
"NCM54","OUT045",1962.35446555033
"FDW10","OUT019",893.523577763072
"FDP20","OUT017",2161.42570733787
"FDK32","OUT046",2418.06195374722
"FDN52","OUT049",1530.18747916861
"FDM58","OUT045",1727.17413710981
"FDZ46","OUT027",3243.09511507107
"NCA18","OUT018",1613.79506190833
"FDD35","OUT046",1963.30280263553
"NCK31","OUT035",981.458301071515
"FDI40","OUT027",3083.01862409832
"FDT50","OUT019",0
"NCT06","OUT046",2631.49727504423
"FDT31","OUT035",3135.42776994906
"FDT45","OUT049",991.398674002977
"FDT13","OUT045",2910.85630283592
"FDO50","OUT045",1414.80167868781
"NCU18","OUT010",340.472152698291
"NCR54","OUT049",3201.30699480517
"NCO18","OUT018",2564.87692079433
"FDU09","OUT045",875.069874071132
"FDT13","OUT018",2708.86017691105
"FDE09","OUT046",1813.58685678669
"NCK53","OUT019",0
"FDG45","OUT049",3484.19438128246
"DRH15","OUT035",912.619341144882
"FDO21","OUT019",1651.39947651319
"FDD14","OUT027",4385.33510030155
"FDC09","OUT046",1665.91874472923
"FDH45","OUT027",2192.0522021644
"FDV32","OUT046",1079.54425769379
"FDG12","OUT035",2065.17941277695
"FDS32","OUT013",2279.66559675858
"NCL55","OUT018",3699.82811158797
"DRE01","OUT035",4001.61789277471
"DRE15","OUT049",1363.39484029036
"NCL42","OUT045",3842.85409362344
"FDP31","OUT013",1094.42732632777
"FDN33","OUT018",1246.46720973506
"FDZ59","OUT046",2632.52119193992
"FDE45","OUT010",923.242701237637
"FDJ07","OUT013",1940.92027580129
"FDQ45","OUT018",2661.23403631892
"FDM33","OUT027",4929.24348994565
"FDO15","OUT010",0
"FDM46","OUT013",1537.84247414218
"FDR03","OUT045",3199.9276494097
"FDY49","OUT018",2380.47540107766
"FDQ60","OUT045",1847.85628137831
"FDW10","OUT049",2906.0516881349
"FDO51","OUT049",859.372526437191
"FDJ40","OUT018",1483.73583068929
"FDS20","OUT018",2626.50800372878
"FDU45","OUT013",1848.12664005046
"FDV02","OUT035",2847.91252807998
"FDN09","OUT046",3837.45663572287
"NCM55","OUT027",4423.7055301101
"FDN23","OUT018",2041.64916267572
"FDY31","OUT010",407.263278833535
"FDW03","OUT010",0
"FDD14","OUT046",2921.5925385137
"FDV23","OUT017",2127.23186255674
"DRI03","OUT045",2733.17093102476
"FDN13","OUT035",1757.47526846906
"FDF45","OUT027",2448.97753774843
"FDU46","OUT035",1572.5820196657
"FDB57","OUT049",3625.59761579879
"FDV12","OUT049",1715.65337450329
"FDQ58","OUT013",2450.06217413292
"NCA18","OUT017",1975.42762419418
"FDH52","OUT049",1119.36961270831
"FDM24","OUT018",2127.11354526739
"NCP43","OUT027",4337.70895970942
"NCO18","OUT019",911.132458601487
"FDM32","OUT017",1590.03962081813
"NCL07","OUT017",761.64728126971
"FDK03","OUT013",4038.86997530954
"FDP59","OUT017",1762.48403198386
"FDQ24","OUT049",4065.90055420379
"FDQ16","OUT018",1496.18466832691
"FDU44","OUT013",2598.22201527707
"FDH28","OUT010",0
"FDV28","OUT019",0
"FDM22","OUT045",837.231632071584
"FDR56","OUT046",3118.44289586799
"FDV39","OUT049",3228.2525038718
"FDU37","OUT019",0
"FDQ11","OUT010",2140.09479484919
"FDX02","OUT045",3477.57407524156
"NCS42","OUT018",1232.01099702837
"FDY57","OUT027",2991.82155177452
"FDB21","OUT049",3929.16563380158
"FDE28","OUT017",3748.10475727845
"FDQ55","OUT017",1933.94498497622
"FDA48","OUT049",3629.2420130172
"FDZ19","OUT045",2712.44984077694
"NCC43","OUT045",3926.76237151042
"NCV18","OUT046",1342.12136556531
"NCA42","OUT018",2265.97721690564
"FDY45","OUT046",4056.13291766531
"NCC30","OUT045",2781.90190595722
"FDM57","OUT013",1427.0291459109
"FDL09","OUT010",744.001224721765
"FDB09","OUT027",3460.66656267318
"FDT44","OUT035",2061.08374519417
"NCT06","OUT027",4075.01047567094
"FDX26","OUT049",3017.96985070652
"FDK32","OUT013",2480.16035133128
"DRA12","OUT046",2291.19584938223
"FDO46","OUT010",1072.42645927747
"FDE52","OUT013",1446.64540181838
"NCH42","OUT045",3581.21998520298
"FDV08","OUT035",865.976658726127
"FDB47","OUT018",3068.93969336981
"FDC28","OUT010",0
"FDD22","OUT046",1837.42015644391
"FDS07","OUT027",3312.01499244235
"DRI13","OUT045",3375.03299962048
"FDG32","OUT018",3260.58954880098
"FDU14","OUT017",4065.67771762357
"FDD28","OUT019",0
"NCP41","OUT017",1875.99875798251
"FDS08","OUT049",2888.93453638317
"FDX47","OUT045",2450.36446199211
"FDC53","OUT019",0
"FDQ19","OUT035",3964.27137986184
"FDL14","OUT045",2409.41401058315
"FDM33","OUT019",1606.88554533047
"FDA51","OUT045",1761.36798189094
"FDZ27","OUT018",547.642372318996
"FDT04","OUT046",709.676842642445
"DRC13","OUT049",2106.77406761147
"FDR16","OUT027",4859.87234221001
"FDQ03","OUT027",5194.48153686221
"FDE38","OUT035",2822.6040411627
"DRH23","OUT027",2406.5114403571
"FDT11","OUT019",1086.76999662127
"FDD09","OUT035",3007.98901905274
"FDR40","OUT045",1274.46281978951
"FDX07","OUT017",3026.51099582318
"FDR07","OUT035",1721.27404861886
"FDA51","OUT017",1949.01430293656
"FDT59","OUT019",1748.28877984679
"FDF20","OUT017",3206.73593051242
"FDR13","OUT045",1786.22519844386
"FDY26","OUT049",3436.48732324569
"FDW04","OUT017",2191.44296709159
"FDK52","OUT017",3702.03472139103
"FDN60","OUT049",2610.75592274231
"FDM09","OUT019",824.152430027431
"FDP46","OUT049",1532.72704204668
"FDB50","OUT019",0
"NCQ29","OUT049",4192.80711729111
"FDP16","OUT027",5336.94914699655
"FDX33","OUT018",2298.61495698208
"FDP07","OUT010",1189.50466504989
"FDN22","OUT046",3975.78811955211
"FDF39","OUT049",4237.36150719615
"FDS21","OUT017",1115.99410799635
"NCM42","OUT013",1766.26619595488
"FDK50","OUT019",709.162516768729
"DRF13","OUT027",3805.18503208492
"FDH35","OUT018",2342.1049712691
"FDP60","OUT018",1339.17992804124
"DRJ49","OUT027",3544.08311147347
"NCT42","OUT019",473.409541796878
"FDE38","OUT049",2774.5172696558
"FDI04","OUT049",3256.26238855645
"NCH54","OUT045",2456.01623427959
"FDT56","OUT049",1082.10401724009
"DRD15","OUT018",3406.66109743142
"FDV58","OUT013",3114.69316676785
"FDP21","OUT049",3076.44826550924
"FDH05","OUT013",3720.84574460006
"FDR10","OUT027",4032.54437827961
"NCP06","OUT045",2324.44135707817
"FDF33","OUT049",1821.79838862046
"DRK37","OUT013",3029.22878417618
"DRH49","OUT045",1310.21276927534
"FDT58","OUT013",2704.44794683888
"FDD41","OUT018",1414.32422423133
"FDP40","OUT018",1508.0608594332
"FDM51","OUT027",3100.62750493673
"FDO45","OUT010",0
"FDW33","OUT010",0
"FDY24","OUT045",841.367758376683
"FDB10","OUT010",1845.37167598793
"FDM40","OUT035",2416.94621790319
"NCI06","OUT017",2985.60100313655
"FDW12","OUT019",398.797433415799
"FDX48","OUT027",3928.44719795382
"NCW05","OUT027",3185.06797063271
"FDX27","OUT017",1651.67070375258
"DRM37","OUT045",3084.44600706432
"FDA38","OUT045",3757.88144011845
"FDR36","OUT046",690.430939654683
"FDZ45","OUT046",3160.94945198165
"FDG05","OUT017",2636.98686614203
"FDK28","OUT013",4121.79479502314
"FDV47","OUT045",1333.51388112356
"FDN21","OUT045",2496.96668568854
"FDP20","OUT027",3497.97261686372
"FDI35","OUT045",2827.48021275796
"DRY23","OUT013",772.226510590867
"FDA56","OUT017",2081.12136794699
"FDB09","OUT013",2015.45146673772
"NCO26","OUT027",3344.65273251878
"FDQ49","OUT018",2227.1150580104
"FDI52","OUT027",3423.36050848264
"FDZ44","OUT027",3346.70056631017
"FDZ09","OUT018",2348.86157789692
"FDY03","OUT049",1925.44429858188
"NCG42","OUT017",2192.99907179629
"DRI13","OUT027",4911.67506782956
"FDQ32","OUT013",2053.33016745959
"FDW16","OUT035",1627.45649597234
"FDU27","OUT046",799.236892816897
"FDR28","OUT010",682.370141787315
"FDQ49","OUT010",609.886784642268
"FDS37","OUT046",1874.68575191213
"FDW26","OUT018",3221.68693118342
"FDX12","OUT018",3542.90428874695
"NCP06","OUT013",2443.87821403644
"FDW45","OUT010",408.819383538238
"NCN30","OUT049",1636.33249328578
"FDN24","OUT049",991.398674002977
"NCL41","OUT027",2029.3147721466
"FDR02","OUT019",0
"FDD09","OUT010",963.660964837582
"FDS33","OUT010",0
"FDU22","OUT045",1860.34557773826
"FDI53","OUT013",2627.29627557973
"DRH01","OUT049",2900.39991584742
"FDX32","OUT013",2323.15561104561
"NCP30","OUT018",409.883535021086
"FDB60","OUT045",3047.67214068279
"FDB14","OUT049",1618.76407116969
"NCP02","OUT035",1115.12147078665
"FDJ10","OUT017",2355.65558436944
"FDG34","OUT046",1787.17353552906
"NCB18","OUT017",1538.19643647626
"FDM16","OUT049",1320.35609636769
"FDW25","OUT018",1099.86347329562
"FDB35","OUT010",0
"DRN11","OUT013",2327.29173735071
"FDF41","OUT019",2028.06395691468
"FDH16","OUT045",1371.27120567846
"NCQ50","OUT018",3097.89257750551
"DRH23","OUT018",680.322083860757
"DRJ37","OUT013",2462.01928268386
"DRJ24","OUT027",4394.13954072075
"FDY16","OUT035",3066.0161634911
"FDQ27","OUT045",1636.05798223066
"FDZ33","OUT045",2311.54124907618
"FDF29","OUT045",2042.69926366353
"FDA08","OUT049",2704.0008288575
"FDG31","OUT046",1081.59209148518
"FDE34","OUT019",1018.42276578132
"NCR30","OUT027",2666.50852662821
"FDV33","OUT035",4228.48550988271
"DRZ24","OUT018",1661.95339030947
"NCL54","OUT035",2911.63190352814
"FDR12","OUT049",2855.31333813337
"NCC54","OUT046",3831.80486343539
"DRN59","OUT013",812.60431546849
"FDX50","OUT019",0
"FDV31","OUT027",4295.24286231809
"NCA29","OUT027",4207.6901872127
"FDW60","OUT049",2916.94442106782
"FDX08","OUT017",3009.96649060278
"DRD49","OUT013",3777.76805469808
"FDD33","OUT046",3665.99568273051
"FDW35","OUT013",755.641546648147
"FDJ36","OUT017",1772.88503583009
"FDV51","OUT035",2800.81857529686
"FDW36","OUT046",1723.94588916759
"FDH35","OUT046",2638.78606948106
"NCS30","OUT027",3556.53194911109
"FDN49","OUT017",766.315595383818
"FDL08","OUT018",3619.07250183273
"FDI09","OUT013",3834.27955315406
"FDP19","OUT018",1805.4449173395
"FDU21","OUT010",0
"NCP41","OUT045",1674.34749459457
"FDY10","OUT013",1850.70666165086
"FDP12","OUT018",355.50078780114
"NCN26","OUT049",1971.51433446931
"FDK44","OUT013",2813.2539000011
"FDC28","OUT049",1863.28102783843
"FDJ41","OUT027",5615.16821935973
"NCT29","OUT035",2134.13974887054
"NCH42","OUT019",1719.25497826645
"FDU60","OUT018",2391.28721656593
"FDS02","OUT045",3005.12512584681
"FDC51","OUT046",1982.42732945633
"FDU03","OUT013",2940.16046308841
"FDX39","OUT045",3294.23693114291
"NCY05","OUT010",0
"NCL06","OUT027",5563.81676410455
"FDD32","OUT035",1457.01945987567
"NCN41","OUT045",1909.52782303509
"NCX53","OUT049",2367.30334169159
"FDU57","OUT019",497.242841454103
"FDQ23","OUT046",1686.14810589036
"FDQ52","OUT045",3874.42745808186
"FDC14","OUT045",623.755852052255
"FDY09","OUT035",2962.98335878333
"FDQ28","OUT045",2433.81995677171
"FDV25","OUT046",3506.98356737577
"FDJ07","OUT035",2020.13329378521
"DRB25","OUT049",1816.10615761066
"FDK52","OUT019",1672.65275457002
"FDY52","OUT027",2501.31245117699
"FDB28","OUT046",3145.92059274363
"FDT36","OUT035",773.263940419947
"FDV25","OUT017",3627.95480081896
"NCN07","OUT027",3548.17877905624
"FDC57","OUT017",3178.80696327242
"FDQ03","OUT018",3474.51659918468
"FDU23","OUT017",2771.67395275286
"NCX41","OUT035",3520.36450296075
"NCD06","OUT035",938.500474593496
"FDW08","OUT045",1659.85082316556
"NCU29","OUT017",2428.67112932349
"NCE06","OUT013",2603.42251720018
"FDV52","OUT010",0
"FDB02","OUT017",2919.79333517468
"NCR18","OUT045",666.794595974919
"FDK16","OUT049",1634.28465949439
"NCQ29","OUT010",2174.78036871701
"FDZ01","OUT019",0
"FDW27","OUT035",2655.27921447544
"FDD17","OUT018",3492.6576678321
"FDW39","OUT013",2846.91555697322
"DRH59","OUT045",1129.37472933245
"FDS52","OUT013",1680.84227208552
"FDU40","OUT027",4556.83651201623
"NCF54","OUT013",2800.31333327679
"FDH46","OUT045",1599.2436571268
"NCP14","OUT049",1777.77618652443
"FDH50","OUT049",3047.49538137355
"DRF15","OUT010",537.854697861586
"FDV27","OUT027",2879.41166011621
"NCJ06","OUT049",2035.27416863979
"FDN02","OUT018",2988.0627074476
"FDQ51","OUT049",880.544887049374
"FDQ07","OUT017",3637.29142904717
"FDS45","OUT049",1801.60948618165
"NCJ06","OUT045",1884.71106520449
"FDD36","OUT035",2035.65388210992
"FDY25","OUT045",2840.46123820459
"FDU52","OUT046",2478.66911978598
"DRK47","OUT017",3704.5742842691
"NCL30","OUT017",2169.69795994807
"FDN22","OUT035",4131.10447746242
"NCF30","OUT027",3482.9437576257
